,nodejs/node,python/cpython,ruby/ruby
2009-05-16,6.175914148567086,13.518118677971863,23.40938520035468
2009-05-17,4.475717305191456,36.74503774206262,8.276002517329122
2009-05-18,6.078389054675489,15.243516622639108,6.108865128545139
2009-05-19,2.946967208218787,17.648630274876126,7.468214425825488
2009-05-20,5.464733502688641,18.41767128670073,6.550241391287117
2009-05-21,3.7451022358995014,8.726843458106558,8.792744268995737
2009-05-22,2.4907029879963325,17.641532740446138,7.903314498817711
2009-05-23,2.148449150745475,31.761859013498942,7.925979517131997
2009-05-24,3.359913202391671,19.4075552930818,5.623940990977076
2009-05-25,2.4931993376008212,18.562263223264644,8.323580662471105
2009-05-26,6.82723892787491,23.40370453784678,5.9447150353874
2009-05-27,3.3006462563836756,18.45414884990448,7.4690966610471765
2009-05-28,3.6584401683369063,25.14602194054911,0.6195633351856794
2009-05-29,4.659631532304731,26.867375505485526,4.576239367757434
2009-05-30,4.110127624579371,19.481862862564526,2.329137200887036
2009-05-31,5.332236565980157,13.36597245719106,3.0804063616752515
2009-06-01,1.8020957035880434,26.387672165443668,3.542620826080179
2009-06-02,-5.356462969150726,15.785809199139155,2.4859509627780523
2009-06-03,0.03850240385049186,25.462355970164403,2.2597483194054018
2009-06-04,3.6873695601130017,27.65969513809113,3.589244859785871
2009-06-05,8.931908643529397,9.823778296712193,0.11089242507127048
2009-06-06,2.9425046224816755,8.559400864204559,2.724143438559298
2009-06-07,3.4436208814106415,16.496795374837046,4.527001488210194
2009-06-08,4.873182649748076,22.46929505142012,1.865019350710095
2009-06-09,2.4844585853715584,15.30732767805969,3.223027516141174
2009-06-10,4.757896619083237,10.284632567975073,0.15728297751486398
2009-06-11,4.870817152594034,30.225420168477076,5.444233999979606
2009-06-12,5.090255988419061,17.535491816879816,4.662406032076425
2009-06-13,4.574174995341826,19.647184587150434,14.088998116910908
2009-06-14,4.56492609211863,13.039694627666938,5.540397858514414
2009-06-15,1.5108785862424015,4.437560119998738,5.4030369102063425
2009-06-16,6.073613573097509,12.326545692633227,13.119126712181107
2009-06-17,4.687160290262439,11.206621268141108,10.542259415895455
2009-06-18,6.5541920302116266,1.3126458123024989,10.143520620577114
2009-06-19,1.2573136039294281,8.424101614499454,14.27450773109574
2009-06-20,3.3698279671250155,2.520923505971274,8.317459900846334
2009-06-21,19.007557376168922,9.70413540985026,5.815190119845464
2009-06-22,4.512950682929265,11.66925600797311,11.708696137488975
2009-06-23,-0.2853277992321326,14.5057489941257,4.764845223941926
2009-06-24,3.0608978005470875,8.598282559684918,8.331043463284619
2009-06-25,0.4509469162961938,8.146214467450577,7.103644702537829
2009-06-26,4.566132586375718,10.005547904866866,7.245700906401925
2009-06-27,3.1342702377856497,17.43013901093854,9.993763876642019
