,apache/httpd,nginx/nginx,h2o/h2o
2019-10-04,2.6594263919159897,-0.1600436664583683,3.4964373352029385
2019-10-05,0.9312710521101645,1.175601271128317,2.4201543948423283
2019-10-06,0.5373736873390133,1.2296928106567497,1.9874220786148664
2019-10-07,0.12423221715870812,-0.4771779884470591,1.9573756687140875
2019-10-08,-0.20681173888524793,2.0612835500144793,7.078254789593208
2019-10-09,-0.061207343280852276,-0.4483318346009053,1.7513317126701315
2019-10-10,0.015715733642224613,-0.3810241422932131,-0.690975979637561
2019-10-11,3.6594263919159897,-0.1600436664583683,-0.5035626647970616
2019-10-12,-0.06872894788983554,1.175601271128317,2.4201543948423283
2019-10-13,0.5373736873390133,1.2296928106567497,1.9874220786148664
2019-10-14,1.124232217158708,-0.4771779884470591,-1.0426243312859125
2019-10-15,-0.20681173888524793,0.06128355001447927,-1.9217452104067916
2019-10-16,1.9387926567191478,-0.4483318346009053,-0.24866828732986854
2019-10-17,0.015715733642224613,3.6189758577067868,-0.690975979637561
2019-10-18,2.6594263919159897,-0.1600436664583683,-0.5035626647970616
2019-10-19,0.9312710521101645,1.175601271128317,2.4201543948423283
2019-10-20,9.537373687339013,1.2296928106567497,1.9874220786148664
2019-10-21,3.124232217158708,3.522822011552941,-1.0426243312859125
2019-10-22,0.793188261114752,1.0612835500144793,-1.9217452104067916
2019-10-23,2.938792656719148,-0.4483318346009053,-0.24866828732986854
2019-10-24,0.015715733642224613,0.618975857706787,1.309024020362439
2019-10-25,3.6594263919159897,-0.1600436664583683,0.4964373352029384
2019-10-26,3.9312710521101644,1.175601271128317,2.4201543948423283
2019-10-27,3.5373736873390134,1.2296928106567497,1.9874220786148664
2019-10-28,2.124232217158708,-0.4771779884470591,0.9573756687140875
2019-10-29,-0.20681173888524793,-0.9387164499855207,-0.9217452104067916
2019-10-30,-0.061207343280852276,-0.4483318346009053,3.7513317126701313
2019-10-31,4.0157157336422244,-0.3810241422932131,7.309024020362439
2019-11-01,-0.34057360808401027,-0.1600436664583683,-0.5035626647970616
2019-11-02,-0.06872894788983554,1.175601271128317,2.4201543948423283
2019-11-03,1.5373736873390134,1.2296928106567497,1.9874220786148664
2019-11-04,0.12423221715870812,-0.4771779884470591,0.9573756687140875
2019-11-05,5.793188261114752,-0.9387164499855207,-0.9217452104067916
2019-11-06,6.938792656719148,0.5516681653990947,-0.24866828732986854
2019-11-07,3.0157157336422244,-0.3810241422932131,3.309024020362439
2019-11-08,9.65942639191599,-0.1600436664583683,-0.5035626647970616
2019-11-09,2.9312710521101644,1.175601271128317,2.4201543948423283
2019-11-10,0.5373736873390133,1.2296928106567497,1.9874220786148664
2019-11-11,0.12423221715870812,-0.4771779884470591,-0.042624331285912476
2019-11-12,3.7931882611147523,-0.9387164499855207,2.0782547895932084
2019-11-13,5.938792656719148,-0.4483318346009053,0.7513317126701314
2019-11-14,4.0157157336422244,-0.3810241422932131,-0.690975979637561
2019-11-15,1.6594263919159897,-0.1600436664583683,0.4964373352029384
2019-11-16,1.9312710521101644,1.175601271128317,3.4201543948423283
2019-11-17,2.5373736873390134,1.2296928106567497,1.9874220786148664
2019-11-18,1.124232217158708,2.522822011552941,-1.0426243312859125
2019-11-19,0.793188261114752,2.0612835500144793,0.07825478959320842
2019-11-20,0.9387926567191477,-0.4483318346009053,0.7513317126701314
2019-11-21,5.0157157336422244,-0.3810241422932131,1.309024020362439
2019-11-22,0.6594263919159897,-0.1600436664583683,-0.5035626647970616
2019-11-23,1.9312710521101644,1.175601271128317,2.4201543948423283
2019-11-24,1.5373736873390134,1.2296928106567497,1.9874220786148664
2019-11-25,2.124232217158708,-0.4771779884470591,2.9573756687140875
2019-11-26,0.793188261114752,-0.9387164499855207,1.0782547895932084
2019-11-27,0.9387926567191477,-0.4483318346009053,1.7513317126701315
2019-11-28,3.0157157336422244,-0.3810241422932131,-0.690975979637561
2019-11-29,-0.34057360808401027,-0.1600436664583683,-0.5035626647970616
2019-11-30,0.9312710521101645,1.175601271128317,3.4201543948423283
